steamID/appID,steamid,appid,playtime_forever,achievements
76561198068712817/242920,43,242920,89,
76561198068712817/206420,43,206420,92,
76561198068712817/218620,43,218620,3054,
76561198068712817/238320,43,238320,366,
76561198068712817/252490,43,252490,224,
76561198068712817/252950,43,252950,764,
76561198068712817/209160,43,209160,2,
76561198068712817/209170,43,209170,652,
76561198068712817/266840,43,266840,179,
76561198068712817/221100,43,221100,444,
76561198068712817/271590,43,271590,899,
76561198068712817/239140,43,239140,1573,
76561198068712817/65980,43,65980,356,
76561198068712817/322330,43,322330,142,
76561198068712817/380600,43,380600,0,
76561198068712817/13540,43,13540,0,
76561198068712817/359550,43,359550,514,
76561198068712817/365590,43,365590,1131,
76561198068712817/524440,43,524440,0,
76561198080649300/4000,44,4000,572,
76561198080649300/400,44,400,81,
76561198080649300/620,44,620,481,
76561198080649300/105600,44,105600,12595,
76561198080649300/102600,44,102600,100,
76561198080649300/113200,44,113200,241,
76561198080649300/55230,44,55230,4426,
76561198080649300/72850,44,72850,6860,
76561198080649300/12750,44,12750,0,
76561198080649300/730,44,730,43756,
76561198080649300/220860,44,220860,120,
76561198080649300/205790,44,205790,0,
76561198080649300/218740,44,218740,0,
76561198080649300/208090,44,208090,18,
76561198080649300/236390,44,236390,1072,
76561198080649300/272350,44,272350,0,
76561198080649300/253710,44,253710,0,
76561198080649300/233720,44,233720,19,
76561198080649300/44350,44,44350,619,
76561198080649300/91310,44,91310,279,
76561198080649300/270550,44,270550,699,
76561198080649300/301520,44,301520,10698,
76561198080649300/302830,44,302830,199,
76561198080649300/304930,44,304930,2784,
76561198080649300/306020,44,306020,1332,
76561198080649300/321040,44,321040,0,
76561198080649300/211420,44,211420,0,
76561198080649300/331470,44,331470,673,
76561198080649300/335330,44,335330,7,
76561198080649300/346900,44,346900,403,
76561198080649300/356370,44,356370,1,
76561198080649300/104200,44,104200,0,
76561198080649300/263980,44,263980,0,
76561198080649300/315430,44,315430,4,
76561198080649300/341500,44,341500,0,
76561198080649300/378370,44,378370,158,
76561198080649300/380600,44,380600,144,
76561198080649300/387990,44,387990,210,
76561198080649300/389570,44,389570,10,
76561198080649300/438040,44,438040,4,
76561198080649300/444090,44,444090,3167,
76561198080649300/48000,44,48000,0,
76561198080649300/534820,44,534820,1,
76561197960922182/10,45,10,36,
76561197960922182/20,45,20,0,
76561197960922182/30,45,30,0,
76561197960922182/40,45,40,0,
76561197960922182/50,45,50,0,
76561197960922182/60,45,60,0,
76561197960922182/70,45,70,0,
76561197960922182/130,45,130,0,
76561197960922182/300,45,300,101,
76561197960922182/550,45,550,110,
76561197960922182/223530,45,223530,0,
76561197962924431/10,46,10,12,
76561197962924431/20,46,20,0,
76561197962924431/30,46,30,0,
76561197962924431/40,46,40,0,
76561197962924431/50,46,50,0,
76561197962924431/60,46,60,0,
76561197962924431/70,46,70,0,
76561197962924431/130,46,130,0,
76561197962924431/15620,46,15620,991,
76561197962924431/42910,46,42910,1543,
76561197962924431/205790,46,205790,0,
76561197962924431/273350,46,273350,146,
76561197966203806/10,47,10,36,
76561197966203806/20,47,20,0,
76561197966203806/30,47,30,0,
76561197966203806/40,47,40,1,
76561197966203806/50,47,50,87,
76561197966203806/60,47,60,0,
76561197966203806/70,47,70,6,
76561197966203806/130,47,130,32,
76561197966203806/220,47,220,84,
76561197966203806/240,47,240,3558,
76561197966203806/320,47,320,16,
76561197966203806/340,47,340,0,
76561197966203806/360,47,360,0,
76561197966203806/380,47,380,0,
76561197966203806/2100,47,2100,0,
76561197966203806/2130,47,2130,0,
76561197966203806/4000,47,4000,0,
76561197966203806/420,47,420,0,
76561197966203806/13200,47,13200,0,
76561197966203806/13210,47,13210,0,
76561197966203806/13230,47,13230,0,
76561197966203806/13240,47,13240,0,
76561197966203806/13250,47,13250,0,
76561197966203806/17330,47,17330,0,
76561197966203806/17340,47,17340,28,
76561197966203806/15370,47,15370,76,
76561197966203806/22000,47,22000,1,
76561197966203806/17460,47,17460,935,
76561197966203806/39550,47,39550,171,
76561197966203806/20900,47,20900,10,
76561197966203806/34030,47,34030,0,
76561197966203806/8850,47,8850,36,
76561197966203806/409720,47,409720,0,
76561197966203806/48700,47,48700,847,
76561197966203806/3900,47,3900,0,
76561197966203806/3990,47,3990,0,
76561197966203806/8800,47,8800,0,
76561197966203806/16810,47,16810,138,
76561197966203806/34440,47,34440,0,
76561197966203806/34450,47,34450,0,
76561197966203806/34460,47,34460,0,
76561197966203806/22600,47,22600,74,
76561197966203806/6120,47,6120,162,
76561197966203806/47810,47,47810,473,
76561197966203806/15700,47,15700,20,
76561197966203806/15710,47,15710,0,
76561197966203806/15740,47,15740,0,
76561197966203806/15750,47,15750,0,
76561197966203806/21100,47,21100,0,
76561197966203806/105600,47,105600,4051,
76561197966203806/20920,47,20920,758,
76561197966203806/16450,47,16450,0,
76561197966203806/98800,47,98800,2263,
76561197966203806/32800,47,32800,0,
76561197966203806/107200,47,107200,993,
76561197966203806/107100,47,107100,109,
76561197966203806/102840,47,102840,20,
76561197966203806/42910,47,42910,246,
76561197966203806/202090,47,202090,0,
76561197966203806/205790,47,205790,394,
76561197966203806/41900,47,41900,32,
76561197966203806/203750,47,203750,0,
76561197966203806/203630,47,203630,0,
76561197966203806/207610,47,207610,1005,
76561197966203806/41500,47,41500,0,
76561197966203806/200710,47,200710,1197,
76561197966203806/200260,47,200260,0,
76561197966203806/210950,47,210950,0,
76561197966203806/214170,47,214170,6,
76561197966203806/35140,47,35140,65,
76561197966203806/204300,47,204300,0,
76561197966203806/50650,47,50650,71,
76561197966203806/730,47,730,183,
76561197966203806/208580,47,208580,365,
76561197966203806/212680,47,212680,5,
76561197966203806/204360,47,204360,1054,
76561197966203806/219640,47,219640,0,
76561197966203806/216890,47,216890,0,
76561197966203806/91600,47,91600,0,
76561197966203806/218680,47,218680,0,
76561197966203806/223220,47,223220,0,
76561197966203806/219760,47,219760,1,
76561197966203806/4920,47,4920,0,
76561197966203806/113020,47,113020,0,
76561197966203806/228280,47,228280,58,
76561197966203806/212480,47,212480,34,
76561197966203806/219890,47,219890,0,
76561197966203806/219340,47,219340,71,
76561197966203806/236390,47,236390,21531,
76561197966203806/239220,47,239220,3,
76561197966203806/8930,47,8930,1525,
76561197966203806/221380,47,221380,308,
76561197966203806/203770,47,203770,7096,
76561197966203806/232050,47,232050,137,
76561197966203806/234190,47,234190,0,
76561197966203806/234650,47,234650,804,
76561197966203806/238210,47,238210,34,
76561197966203806/236090,47,236090,0,
76561197966203806/231160,47,231160,0,
76561197966203806/223830,47,223830,478,
76561197966203806/8500,47,8500,9641,
76561197966203806/236850,47,236850,19855,
76561197966203806/233980,47,233980,4,
76561197966203806/2500,47,2500,9,
76561197966203806/11200,47,11200,8,
76561197966203806/35700,47,35700,56,
76561197966203806/35720,47,35720,0,
76561197966203806/208140,47,208140,163,
76561197966203806/238240,47,238240,36,
76561197966203806/237110,47,237110,376,
76561197966203806/234390,47,234390,342,
76561197966203806/214770,47,214770,89,
76561197966203806/225080,47,225080,156,
76561197966203806/244210,47,244210,23,
76561197966203806/248550,47,248550,896,
76561197966203806/248820,47,248820,2,
76561197966203806/248860,47,248860,472,
76561197966203806/242530,47,242530,0,
76561197966203806/232810,47,232810,341,
76561197966203806/422420,47,422420,0,
76561197966203806/249990,47,249990,2,
76561197966203806/252470,47,252470,0,
76561197966203806/252490,47,252490,1307,
76561197966203806/252950,47,252950,757,
76561197966203806/233130,47,233130,120,
76561197966203806/255520,47,255520,0,
76561197966203806/257350,47,257350,1,
76561197966203806/247000,47,247000,135,
76561197966203806/259130,47,259130,0,
76561197966203806/259680,47,259680,11,
76561197966203806/94400,47,94400,0,
76561197966203806/221910,47,221910,92,
76561197966203806/262060,47,262060,41,
76561197966203806/108600,47,108600,20,
76561197966203806/266840,47,266840,0,
76561197966203806/9710,47,9710,0,
76561197966203806/260730,47,260730,23,
76561197966203806/211820,47,211820,2718,
76561197966203806/367540,47,367540,0,
76561197966203806/230230,47,230230,2268,
76561197966203806/373420,47,373420,269,
76561197966203806/268500,47,268500,3257,
76561197966203806/270170,47,270170,1,
76561197966203806/271240,47,271240,879,
76561197966203806/300550,47,300550,1043,
76561197966203806/237990,47,237990,1931,
76561197966203806/273500,47,273500,0,
76561197966203806/222880,47,222880,0,
76561197966203806/275670,47,275670,108,
76561197966203806/277930,47,277930,2,
76561197966203806/240760,47,240760,1454,
76561197966203806/404730,47,404730,158,
76561197966203806/285900,47,285900,657,
76561197966203806/290300,47,290300,318,
76561197966203806/291860,47,291860,371,
76561197966203806/294100,47,294100,1507,
76561197966203806/35450,47,35450,0,
76561197966203806/236830,47,236830,54,
76561197966203806/301520,47,301520,259,
76561197966203806/306660,47,306660,17,
76561197966203806/292030,47,292030,4098,
76561197966203806/310560,47,310560,1158,
76561197966203806/311310,47,311310,5706,
76561197966203806/265300,47,265300,932,
76561197966203806/261180,47,261180,336,
76561197966203806/207170,47,207170,1,
76561197966203806/251730,47,251730,398,
76561197966203806/41300,47,41300,0,
76561197966203806/258520,47,258520,368,
76561197966203806/400430,47,400430,0,
76561197966203806/239140,47,239140,614,
76561197966203806/258970,47,258970,430,
76561197966203806/289130,47,289130,214,
76561197966203806/329380,47,329380,0,
76561197966203806/211420,47,211420,0,
76561197966203806/282070,47,282070,76,
76561197966203806/249050,47,249050,0,
76561197966203806/334120,47,334120,114,
76561197966203806/227300,47,227300,0,
76561197966203806/219740,47,219740,37,
76561197966203806/322330,47,322330,947,
76561197966203806/331650,47,331650,16,
76561197966203806/338760,47,338760,0,
76561197966203806/346940,47,346940,709,
76561197966203806/307780,47,307780,2919,
76561197966203806/291650,47,291650,1898,
76561197966203806/255710,47,255710,0,
76561197966203806/361300,47,361300,202,
76561197966203806/362890,47,362890,128,
76561197966203806/362960,47,362960,1811,
76561197966203806/234630,47,234630,42,
76561197966203806/238370,47,238370,44,
76561197966203806/397080,47,397080,0,
76561197966203806/371200,47,371200,518,
76561197966203806/373750,47,373750,117,
76561197966203806/374570,47,374570,641,
76561197966203806/377160,47,377160,5837,
76561197966203806/378720,47,378720,1802,
76561197966203806/383980,47,383980,198,
76561197966203806/394310,47,394310,127,
76561197966203806/320300,47,320300,0,
76561197966203806/337000,47,337000,658,
76561197966203806/398180,47,398180,4,
76561197966203806/402430,47,402430,10,
76561197966203806/303210,47,303210,48,
76561197966203806/409160,47,409160,0,
76561197966203806/394510,47,394510,1314,
76561197966203806/413150,47,413150,872,
76561197966203806/421740,47,421740,182,
76561197966203806/427270,47,427270,0,
76561197966203806/434650,47,434650,520,
76561197966203806/435150,47,435150,38,
76561197966203806/374320,47,374320,1953,
76561197966203806/447820,47,447820,1077,
76561197966203806/451920,47,451920,0,
76561197966203806/241760,47,241760,0,
76561197966203806/281640,47,281640,396,
76561197966203806/281990,47,281990,4562,
76561197966203806/394360,47,394360,10766,
76561197966203806/289070,47,289070,3151,
76561197966203806/324810,47,324810,11,
76561197966203806/539730,47,539730,0,
76561197966203806/542970,47,542970,0,
76561197966203806/542971,47,542971,0,
76561197966203806/542972,47,542972,0,
76561197966203806/547180,47,547180,0,
76561197969141786/10,48,10,294,
76561197969141786/80,48,80,0,
76561197969141786/100,48,100,0,
76561197969141786/2600,48,2600,1,
76561197969141786/33910,48,33910,0,
76561197969141786/33930,48,33930,67,
76561197969141786/219540,48,219540,0,
76561197969141786/42910,48,42910,718,
76561197969141786/91600,48,91600,41,
76561197969141786/620,48,620,65,
76561197969141786/98800,48,98800,2419,
76561197969141786/48000,48,48000,169,
76561197969141786/65800,48,65800,1311,
76561197969141786/42170,48,42170,1797,
76561197969141786/42890,48,42890,0,
76561197969141786/42990,48,42990,41,
76561197969141786/209080,48,209080,534,
76561197969141786/4920,48,4920,246,
76561197969141786/212680,48,212680,15007,
76561197969141786/49520,48,49520,6416,
76561197969141786/216910,48,216910,42,
76561197969141786/205790,48,205790,0,
76561197969141786/113020,48,113020,632,
76561197969141786/228280,48,228280,1627,
76561197969141786/218230,48,218230,25767,
76561197969141786/238960,48,238960,6279,
76561197969141786/226320,48,226320,313,
76561197969141786/224580,48,224580,3,
76561197969141786/224500,48,224500,5904,
76561197969141786/233450,48,233450,31,
76561197969141786/210770,48,210770,205,
76561197969141786/234650,48,234650,1201,
76561197969141786/222730,48,222730,65,
76561197969141786/72850,48,72850,7127,
76561197969141786/35720,48,35720,49,
76561197969141786/242880,48,242880,150,
76561197969141786/242920,48,242920,2913,
76561197969141786/231740,48,231740,1463,
76561197969141786/208140,48,208140,8030,
76561197969141786/239030,48,239030,780,
76561197969141786/209000,48,209000,0,
76561197969141786/251570,48,251570,14784,
76561197969141786/251990,48,251990,813,
76561197969141786/252870,48,252870,1014,
76561197969141786/219990,48,219990,5400,
76561197969141786/250400,48,250400,49,
76561197969141786/259060,48,259060,1602,
76561197969141786/262060,48,262060,2730,
76561197969141786/221100,48,221100,5769,
76561197969141786/268870,48,268870,350,
76561197969141786/237870,48,237870,483,
76561197969141786/200510,48,200510,1291,
76561197969141786/246620,48,246620,1114,
76561197969141786/294020,48,294020,1118,
76561197969141786/294100,48,294100,4194,
76561197969141786/201810,48,201810,719,
76561197969141786/256290,48,256290,35,
76561197969141786/289130,48,289130,2481,
76561197969141786/63380,48,63380,1,
76561197969141786/310380,48,310380,8,
76561197969141786/240760,48,240760,1118,
76561197969141786/259130,48,259130,0,
76561197969141786/404730,48,404730,0,
76561197969141786/227940,48,227940,1,
76561197969141786/265590,48,265590,53,
76561197969141786/242640,48,242640,1504,
76561197969141786/282070,48,282070,4991,
76561197969141786/335000,48,335000,500,
76561197969141786/337040,48,337040,554,
76561197969141786/304650,48,304650,184,
76561197969141786/298180,48,298180,40,
76561197969141786/322330,48,322330,619,
76561197969141786/377160,48,377160,1436,
76561197969141786/383120,48,383120,1439,
76561197969141786/530870,48,530870,0,
76561197969141786/391540,48,391540,59,
76561197969141786/380150,48,380150,1070,
76561197969141786/290340,48,290340,2264,
76561197969141786/413150,48,413150,4500,
76561197969141786/290530,48,290530,0,
76561197969141786/427520,48,427520,1154,
76561197969141786/434570,48,434570,4,
76561197969141786/489830,48,489830,142,
76561197969957177/10,49,10,157,
76561197969957177/80,49,80,0,
76561197969957177/100,49,100,35,
76561197969957177/240,49,240,470,
76561197969957177/300,49,300,30495,
76561197969957177/320,49,320,181,
76561197969957177/340,49,340,21,
76561197969957177/220,49,220,124,
76561197969957177/360,49,360,0,
76561197969957177/380,49,380,0,
76561197969957177/400,49,400,12,
76561197969957177/420,49,420,170,
76561197969957177/4500,49,4500,101,
76561197969957177/41700,49,41700,52,
76561197969957177/42700,49,42700,884,
76561197969957177/42710,49,42710,32596,
76561197969957177/40800,49,40800,0,
76561197969957177/105600,49,105600,11,
76561197969957177/72850,49,72850,1508,
76561197969957177/215160,49,215160,1246,
76561197969957177/49520,49,49520,5441,
76561197969957177/730,49,730,150,
76561197969957177/204300,49,204300,716,
76561197969957177/15400,49,15400,0,
76561197969957177/29160,49,29160,6,
76561197969957177/35460,49,35460,12,
76561197969957177/35480,49,35480,0,
76561197969957177/42120,49,42120,38,
76561197969957177/42140,49,42140,5,
76561197969957177/46000,49,46000,5,
76561197969957177/48900,49,48900,23,
76561197969957177/57200,49,57200,0,
76561197969957177/207530,49,207530,0,
76561197969957177/205790,49,205790,0,
76561197969957177/39120,49,39120,8656,
76561197969957177/229870,49,229870,75,
76561197969957177/43160,49,43160,389,
76561197969957177/218620,49,218620,233,
76561197969957177/221100,49,221100,2107,
76561197982108291/220,50,220,205,
76561197982108291/240,50,240,57,
76561197982108291/280,50,280,0,
76561197982108291/300,50,300,0,
76561197982108291/320,50,320,0,
76561197982108291/340,50,340,0,
76561197982108291/360,50,360,0,
76561197982108291/1900,50,1900,0,
76561197982108291/19900,50,19900,308,
76561197982108291/500,50,500,718,
76561197982108291/10090,50,10090,242,
76561197982108291/18500,50,18500,701,
76561197982108291/15620,50,15620,1115,
76561197982108291/3480,50,3480,955,
76561197982108291/3540,50,3540,2880,
76561197982108291/2100,50,2100,499,
76561197982108291/2130,50,2130,0,
76561197982108291/15170,50,15170,99,
76561197982108291/15370,50,15370,188,
76561197982108291/15380,50,15380,0,
76561197982108291/9880,50,9880,2777,
76561197982108291/32370,50,32370,1348,
76561197982108291/8980,50,8980,2744,
76561197982108291/41500,50,41500,1375,
76561197982108291/550,50,550,1651,
76561197982108291/223530,50,223530,0,
76561197982108291/22370,50,22370,2268,
76561197982108291/61000,50,61000,7,
76561197982108291/8930,50,8930,1532,
76561197982108291/58510,50,58510,135,
76561197982108291/40800,50,40800,143,
76561197982108291/2760,50,2760,173,
76561197982108291/620,50,620,523,
76561197982108291/105600,50,105600,284,
76561197982108291/20920,50,20920,3859,
76561197982108291/72850,50,72850,6346,
76561197982108291/107100,50,107100,511,
76561197982108291/205790,50,205790,0,
76561197982108291/34330,50,34330,25,
76561197982108291/102500,50,102500,415,
76561197982108291/22380,50,22380,972,
76561197982108291/207610,50,207610,81,
76561197982108291/97330,50,97330,485,
76561197982108291/21170,50,21170,22,
76561197982108291/35140,50,35140,0,
76561197982108291/57400,50,57400,446,
76561197982108291/200260,50,200260,0,
76561197982108291/206210,50,206210,0,
76561197982108291/212680,50,212680,1219,
76561197982108291/49520,50,49520,6583,
76561197982108291/200710,50,200710,126,
76561197982108291/219150,50,219150,28,
76561197982108291/220240,50,220240,112,
76561197982108291/219740,50,219740,170,
76561197982108291/322330,50,322330,0,
76561197982108291/227280,50,227280,69,
76561197982108291/368730,50,368730,19,
76561197982108291/218230,50,218230,98,
76561197982108291/238960,50,238960,100,
76561197982108291/203160,50,203160,506,
76561197982108291/8870,50,8870,1285,
76561197982108291/234650,50,234650,156,
76561197982108291/241600,50,241600,88,
76561197982108291/233250,50,233250,58,
76561197982108291/238240,50,238240,110,
76561197982108291/221680,50,221680,566,
76561197982108291/218620,50,218620,2993,
76561197982108291/209000,50,209000,916,
76561197982108291/219640,50,219640,530,
76561197982108291/211820,50,211820,1890,
76561197982108291/367540,50,367540,0,
76561197982108291/200510,50,200510,49,
76561197982108291/287450,50,287450,20,
76561197982108291/273350,50,273350,2309,
76561197982108291/39120,50,39120,194,
76561197982108291/365720,50,365720,0,
76561197982108291/374320,50,374320,1100,
76561197982108291/377160,50,377160,10938,
76561197982108291/261570,50,261570,0,
76561197982108291/387290,50,387290,205,
76561197982108291/437220,50,437220,96,
76561197982108291/364360,50,364360,3276,
76561197982108291/379720,50,379720,1210,
76561197985981980/300,51,300,4321,
76561197985981980/220,51,220,1,
76561197985981980/280,51,280,0,
76561197985981980/320,51,320,157,
76561197985981980/340,51,340,0,
76561197985981980/360,51,360,0,
76561197985981980/380,51,380,0,
76561197985981980/4540,51,4540,6,
76561197985981980/4550,51,4550,1317,
76561197985981980/475150,51,475150,0,
76561197985981980/400,51,400,373,
76561197985981980/12900,51,12900,14,
76561197985981980/17470,51,17470,0,
76561197985981980/24740,51,24740,0,
76561197985981980/22200,51,22200,193,
76561197985981980/20500,51,20500,648,
76561197985981980/40700,51,40700,298,
76561197985981980/10180,51,10180,137,
76561197985981980/10190,51,10190,6666,
76561197985981980/20900,51,20900,38,
76561197985981980/550,51,550,1245,
76561197985981980/223530,51,223530,0,
76561197985981980/24980,51,24980,941,
76561197985981980/35140,51,35140,157,
76561197985981980/42700,51,42700,375,
76561197985981980/42710,51,42710,2852,
76561197985981980/40800,51,40800,0,
76561197985981980/15100,51,15100,0,
76561197985981980/15120,51,15120,38,
76561197985981980/19900,51,19900,353,
76561197985981980/21980,51,21980,73,
76561197985981980/620,51,620,519,
76561197985981980/95300,51,95300,10,
76561197985981980/98200,51,98200,0,
76561197985981980/21100,51,21100,394,
76561197985981980/42910,51,42910,431,
76561197985981980/55150,51,55150,1882,
76561197985981980/72850,51,72850,882,
76561197985981980/65800,51,65800,192,
76561197985981980/105800,51,105800,5,
76561197985981980/207690,51,207690,0,
76561197985981980/108800,51,108800,0,
76561197985981980/42170,51,42170,17,
76561197985981980/205910,51,205910,200,
76561197985981980/113200,51,113200,55,
76561197985981980/730,51,730,27,
76561197985981980/204300,51,204300,1234,
76561197985981980/49520,51,49520,4745,
76561197985981980/200710,51,200710,2405,
76561197985981980/42160,51,42160,231,
76561197985981980/206980,51,206980,0,
76561197985981980/205100,51,205100,128,
76561197985981980/205790,51,205790,0,
76561197985981980/201790,51,201790,1635,
76561197985981980/50620,51,50620,300,
76561197985981980/50650,51,50650,0,
76561197985981980/388410,51,388410,0,
76561197985981980/462780,51,462780,0,
76561197985981980/230410,51,230410,1932,
76561197985981980/214420,51,214420,6,
76561197985981980/250600,51,250600,4,
76561197985981980/224260,51,224260,0,
76561197985981980/210770,51,210770,158,
76561197985981980/224760,51,224760,15,
76561197985981980/35720,51,35720,115,
76561197985981980/225080,51,225080,0,
76561197985981980/218620,51,218620,586,
76561197985981980/47790,51,47790,0,
76561197985981980/47830,51,47830,0,
76561197985981980/249990,51,249990,209,
76561197985981980/252950,51,252950,503,
76561197985981980/219990,51,219990,4003,
76561197985981980/288470,51,288470,58,
76561197985981980/293840,51,293840,4,
76561197985981980/301640,51,301640,379,
76561197985981980/304930,51,304930,218,
76561197985981980/224600,51,224600,1,
76561197985981980/302380,51,302380,28,
76561197985981980/321040,51,321040,0,
76561197985981980/242680,51,242680,0,
76561197985981980/342980,51,342980,72,
76561197985981980/7670,51,7670,114,
76561197985981980/8850,51,8850,0,
76561197985981980/8870,51,8870,0,
76561197985981980/409710,51,409710,0,
76561197985981980/409720,51,409720,0,
76561197985981980/235540,51,235540,1704,
76561197985981980/274270,51,274270,0,
76561197985981980/394510,51,394510,557,
76561197985981980/299360,51,299360,0,
76561197985981980/236110,51,236110,289,
76561197985981980/444560,51,444560,10,
76561197990968121/20,52,20,0,
76561197990968121/50,52,50,0,
76561197990968121/70,52,70,57,
76561197990968121/130,52,130,0,
76561197990968121/10,52,10,111,
76561197990968121/30,52,30,0,
76561197990968121/40,52,40,0,
76561197990968121/60,52,60,0,
76561197990968121/80,52,80,0,
76561197990968121/100,52,100,0,
76561197990968121/220,52,220,11,
76561197990968121/320,52,320,0,
76561197990968121/340,52,340,0,
76561197990968121/4000,52,4000,739,
76561197990968121/360,52,360,0,
76561197990968121/380,52,380,0,
76561197990968121/400,52,400,38,
76561197990968121/420,52,420,0,
76561197990968121/2700,52,2700,230,
76561197990968121/17460,52,17460,3487,
76561197990968121/6060,52,6060,0,
76561197990968121/6000,52,6000,536,
76561197990968121/32350,52,32350,0,
76561197990968121/32400,52,32400,0,
76561197990968121/32380,52,32380,0,
76561197990968121/6030,52,6030,0,
76561197990968121/6020,52,6020,0,
76561197990968121/23490,52,23490,0,
76561197990968121/32430,52,32430,0,
76561197990968121/24980,52,24980,2206,
76561197990968121/32470,52,32470,0,
76561197990968121/24780,52,24780,2021,
76561197990968121/57300,52,57300,139,
76561197990968121/32500,52,32500,0,
76561197990968121/47810,52,47810,6236,
76561197990968121/58520,52,58520,378,
76561197990968121/15700,52,15700,0,
76561197990968121/15710,52,15710,0,
76561197990968121/15740,52,15740,0,
76561197990968121/15750,52,15750,0,
76561197990968121/4540,52,4540,0,
76561197990968121/475150,52,475150,0,
76561197990968121/21100,52,21100,0,
76561197990968121/21090,52,21090,69,
76561197990968121/21110,52,21110,0,
76561197990968121/21120,52,21120,0,
76561197990968121/16450,52,16450,0,
76561197990968121/32800,52,32800,14,
76561197990968121/28050,52,28050,1723,
76561197990968121/55150,52,55150,1111,
76561197990968121/102840,52,102840,0,
76561197990968121/55230,52,55230,40,
76561197990968121/41070,52,41070,0,
76561197990968121/6120,52,6120,41,
76561197990968121/40800,52,40800,134,
76561197990968121/63710,52,63710,17,
76561197990968121/94200,52,94200,95,
76561197990968121/99700,52,99700,0,
76561197990968121/41800,52,41800,64,
76561197990968121/200900,52,200900,0,
76561197990968121/18700,52,18700,0,
76561197990968121/26500,52,26500,32,
76561197990968121/26900,52,26900,0,
76561197990968121/41100,52,41100,5,
76561197990968121/70300,52,70300,69,
76561197990968121/207170,52,207170,222,
76561197990968121/207650,52,207650,7,
76561197990968121/102600,52,102600,0,
76561197990968121/208580,52,208580,0,
76561197990968121/203630,52,203630,176,
76561197990968121/207610,52,207610,788,
76561197990968121/205350,52,205350,4,
76561197990968121/211360,52,211360,0,
76561197990968121/32370,52,32370,0,
76561197990968121/200260,52,200260,172,
76561197990968121/212680,52,212680,784,
76561197990968121/3830,52,3830,0,
76561197990968121/48000,52,48000,62,
76561197990968121/204060,52,204060,6,
76561197990968121/107100,52,107100,878,
76561197990968121/207080,52,207080,16,
76561197990968121/26800,52,26800,0,
76561197990968121/209830,52,209830,0,
76561197990968121/50300,52,50300,140,
76561197990968121/91310,52,91310,153,
76561197990968121/35140,52,35140,1054,
76561197990968121/113200,52,113200,223,
76561197990968121/204220,52,204220,7,
76561197990968121/214790,52,214790,0,
76561197990968121/72000,52,72000,0,
76561197990968121/215510,52,215510,5,
76561197990968121/20820,52,20820,0,
76561197990968121/41500,52,41500,624,
76561197990968121/107200,52,107200,0,
76561197990968121/107800,52,107800,0,
76561197990968121/108500,52,108500,0,
76561197990968121/65300,52,65300,0,
76561197990968121/207420,52,207420,41,
76561197990968121/214560,52,214560,0,
76561197990968121/204360,52,204360,81,
76561197990968121/91600,52,91600,0,
76561197990968121/218680,52,218680,87,
76561197990968121/4920,52,4920,0,
76561197990968121/4560,52,4560,0,
76561197990968121/9340,52,9340,0,
76561197990968121/20540,52,20540,139,
76561197990968121/43110,52,43110,40,
76561197990968121/50620,52,50620,731,
76561197990968121/55110,52,55110,22,
76561197990968121/228200,52,228200,0,
76561197990968121/462780,52,462780,0,
76561197990968121/201790,52,201790,0,
76561197990968121/4570,52,4570,28,
76561197990968121/65800,52,65800,3619,
76561197990968121/35720,52,35720,0,
76561197990968121/109600,52,109600,93,
76561197990968121/238960,52,238960,2327,
76561197990968121/225260,52,225260,52,
76561197990968121/225420,52,225420,0,
76561197990968121/210770,52,210770,0,
76561197990968121/224760,52,224760,25,
76561197990968121/214550,52,214550,105,
76561197990968121/111900,52,111900,0,
76561197990968121/9350,52,9350,0,
76561197990968121/9420,52,9420,0,
76561197990968121/39650,52,39650,0,
76561197990968121/39690,52,39690,100,
76561197990968121/50650,52,50650,0,
76561197990968121/65530,52,65530,0,
76561197990968121/214870,52,214870,0,
76561197990968121/42910,52,42910,55,
76561197990968121/260750,52,260750,0,
76561197990968121/260770,52,260770,0,
76561197990968121/265930,52,265930,21,
76561197990968121/286220,52,286220,107,
76561197990968121/293260,52,293260,445,
76561197990968121/316010,52,316010,2024,
76561197990968121/329380,52,329380,0,
76561197990968121/45760,52,45760,90,
76561197990968121/282070,52,282070,192,
76561197990968121/4700,52,4700,352,
76561197990968121/211160,52,211160,0,
76561197990968121/345240,52,345240,0,
76561197990968121/234650,52,234650,1088,
76561197990968121/300550,52,300550,1701,
76561197990968121/346940,52,346940,1101,
76561197990968121/8500,52,8500,764,
76561197993416378/10,53,10,0,
76561197993416378/20,53,20,0,
76561197993416378/30,53,30,0,
76561197993416378/40,53,40,0,
76561197993416378/50,53,50,0,
76561197993416378/60,53,60,0,
76561197993416378/70,53,70,0,
76561197993416378/130,53,130,0,
76561197993416378/3830,53,3830,189,
76561197993416378/7110,53,7110,0,
76561197993416378/6910,53,6910,18,
76561197993416378/6920,53,6920,6,
76561197993416378/4540,53,4540,0,
76561197993416378/4550,53,4550,0,
76561197993416378/475150,53,475150,0,
76561197993416378/4500,53,4500,11,
76561197993416378/220,53,220,83,
76561197993416378/320,53,320,0,
76561197993416378/340,53,340,0,
76561197993416378/360,53,360,0,
76561197993416378/380,53,380,0,
76561197993416378/400,53,400,159,
76561197993416378/420,53,420,0,
76561197993416378/4560,53,4560,0,
76561197993416378/9340,53,9340,0,
